grid_id,building_count,dominant_era,district,R5_savings_GWh,annual_pv_GWh,co2_avoided_kt,rank_integrated,centroid_lon,centroid_lat,baseline_carbon_kt
1454,3,era1,Furong,3.0745,0.9709,2.3071,390,113.0204,28.1881,inf
1323,20,era2,Tianxin,5.4875,1.1998,3.8138,391,113.0044,28.1523,inf
1405,43,era1,Tianxin,8.5904,1.0506,5.4983,392,113.0146,28.1521,inf
1150,22,era3,Tianxin,2.5658,2.221,2.7299,393,112.9833,28.1119,inf
793,10,era2,Yuelu,3.2803,1.4302,2.6864,394,112.9385,28.1667,inf
1366,35,era1,Tianxin,6.549,1.2281,4.4353,395,113.0097,28.1612,inf
1216,28,era1,Furong,6.8092,0.3943,4.1081,396,112.9905,28.2246,inf
1215,8,era1,Furong,3.8827,1.6807,3.1728,397,112.9904,28.2201,inf
1183,8,era3,Kaifu,0.6878,1.1356,1.0399,398,112.9861,28.2608,inf
516,55,era2,Yuelu,8.7993,2.8034,6.617,399,112.9037,28.2123,inf
880,10,era2,Tianxin,4.2198,1.3706,3.1882,400,112.9491,28.1891,inf
1370,34,era2,Furong,8.4717,2.1145,6.0373,401,113.01,28.1792,inf
1540,7,era2,Furong,2.5825,1.0222,2.0558,402,113.0309,28.206,inf
1457,8,era1,Furong,4.5319,1.2646,3.3057,403,113.0206,28.2016,inf
890,1,era2,Kaifu,2.2293,1.1834,1.9463,404,112.9499,28.2343,inf
1234,81,era3,Tianxin,5.6467,0.7537,3.6501,405,112.9937,28.1208,inf
1044,33,era1,Tianxin,8.9325,1.9067,6.1816,406,112.9695,28.1889,inf
1192,18,era3,Tianxin,1.2305,0.8767,1.2018,407,112.9885,28.1164,inf
323,32,era3,Yuelu,6.0508,2.7162,4.9998,408,112.8792,28.2668,inf
269,2,era3,Yuelu,0.2144,0.3539,0.3241,409,112.8731,28.2083,inf
713,12,era2,Yuelu,3.0796,1.4591,2.5884,410,112.9285,28.1759,inf
1130,11,era1,Furong,5.0257,0.9359,3.3999,411,112.98,28.2068,inf
571,120,era3,Yuelu,4.5331,0.123,2.6554,412,112.9099,28.2754,inf
727,3,era3,Yuelu,0.2887,0.4766,0.4364,413,112.9296,28.2391,inf
1365,10,era1,Tianxin,3.4983,1.046,2.5916,414,113.0096,28.1567,inf
791,83,era2,Yuelu,11.9974,3.847,9.0361,415,112.9384,28.1577,inf
477,68,era2,Yuelu,11.0772,4.0365,8.6194,416,112.8988,28.2214,inf
